Character,Category,Hash40,String,Specific (Done: 82.34%),General (Done: 57.75%),English (Done: 44.91%),Comments
Sora,Special Attacks,0xa28f17495,special_hi,,,Up Special,
Sora,Special Attacks,0x11b7bf50dd,special_lw_attack,,,Down Special,
Sora,Special Attacks,0x10ef97f71f,special_lw_start,,,Down Special,
Sora,Special Attacks,0xa1b1b0ad5,special_n1,,,Neutral Special,
Sora,Special Attacks,0x108a69b021,special_n1_start,,,Neutral Special,
Sora,Special Attacks,0xa82125b6f,special_n2,,,Neutral Special,
Sora,Special Attacks,0xaf5156bf9,special_n3,,,Neutral Special,
Sora,Special Attacks,0xb9afea4ec,special_s_1,,,Side Special,
Sora,Special Attacks,0xb03f7f556,special_s_2,,,Side Special,
Sora,Special Attacks,0xb74f0c5c0,special_s_3,,,Side Special,
Sora,Special Attacks,0xdb8bd3614,special_s_end,,,Side Special,
Sora,Special Attacks,0x1017efc1d7,special_s_search,,,Side Special,
Sora,Special Attacks,0xf3c6351ed,special_s_start,,,Side Special,
Sora,,0x5d267ef83,squat,,,,
Sora,,0xaa60712ea,squat_wait,,,,
Sora,Grabs,0x8a0abc72c,throw_hi,uthrow,throw,Up Throw,
Sora,,0x420201547,turn,,,,
Sora,,0x9e696ecad,turn_dash,,,,
Sora,,0x8afd9b84f,turn_run,,,,
Sora,,0x47dee83e5,wait,idle,idle,Idle,
Sora,,0x694929aaf,wait_3,idle,idle,Idle,
Sora,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Sora,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Sora,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Sora,,0xbca3f3207,wall_damage,,,,
Squirtle,,0xeeeb3d60d,(unknown),,,,
Squirtle,,0x118b87d5b5,(unknown),,,,
Squirtle,,0x11128e840f,(unknown),,,,
Squirtle,,0x1237aa75f7,(unknown),,,,
Squirtle,,0x9a4bcacc5,(unknown),,,,
Squirtle,,0xb53156a7c,(unknown),,,,
Squirtle,,0x7ff5db516,(unknown),,,,
Squirtle,,0xdd2ebac33,(unknown),,,,
Squirtle,,0xb95b751c9,(unknown),,,,
Squirtle,,0x882d73137,(unknown),,,,
Squirtle,,0x11fe34b412,(unknown),,,,
Squirtle,,0xcee8aa318,(unknown),,,,
Squirtle,,0x112f7cb4d1,(unknown),,,,
Squirtle,,0xc95250ad1,(unknown),,,,
Squirtle,,0xebd6af51d,(unknown),,,,
Squirtle,,0xca8fd5eb1,(unknown),,,,
Squirtle,,0xc1b0a05d8,(unknown),,,,
Squirtle,,0xcff952a23,(unknown),,,,
Squirtle,,0xc3ce6adce,(unknown),,,,
Squirtle,,0xbff07713b,(unknown),,,,
Squirtle,,0x11b11f4cb6,(unknown),,,,
Squirtle,,0xa72140950,(unknown),,,,
Squirtle,,0xe0bb25962,(unknown),,,,
Squirtle,,0xbbe6bc6c8,(unknown),,,,
Squirtle,,0xf3d52f506,(unknown),,,,
Squirtle,,0xeb12c0ec9,(unknown),,,,
Squirtle,,0x1160574c75,(unknown),,,,
Squirtle,,0x11c48e6de3,(unknown),,,,
Squirtle,,0x13bf0666ca,(unknown),,,,
Squirtle,,0x97eacd12e,(unknown),,,,
Squirtle,,0xee66747f0,(unknown),,,,
Squirtle,,0xd96aac7c6,(unknown),,,,
Squirtle,,0xf3a3f311f,(unknown),,,,
Squirtle,,0x7f830710f,(unknown),,,,
Squirtle,,0xe487f0b25,air_catch_hang,,,,
Squirtle,,0xdf7ec6d94,air_catch_hit,,,,
Squirtle,,0xec62e546f,air_catch_pose,,,,
Squirtle,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Squirtle,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Squirtle,Ground Attacks,0x9725c4452,attack_13,,jab,Jab,
Squirtle,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Squirtle,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Squirtle,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Squirtle,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Squirtle,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Squirtle,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Squirtle,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Squirtle,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Squirtle,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Squirtle,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Squirtle,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Squirtle,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Squirtle,Ground Attacks,0xcba28ee97,attack_s3_hi,uftilt,ftilt,Forward Tilt,
Squirtle,Ground Attacks,0xc244b16f0,attack_s3_lw,dftilt,ftilt,Forward Tilt,
Squirtle,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Squirtle,Ground Attacks,0xea274b695,attack_s4_hold,charge_fsmash,fsmash,Forward Smash,
Squirtle,Ground Attacks,0xcb99c2e49,attack_s4_lw,lfsmash,fsmash,Forward Smash,
Squirtle,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Squirtle,Grabs,0x5c56b7b64,catch,,,Grab,
Squirtle,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Squirtle,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Squirtle,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Squirtle,Grabs,0xa5f869486,catch_turn,,,Grab,
Squirtle,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Squirtle,Ledge,0xb99d9746c,cliff_catch,,,,
Squirtle,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Squirtle,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Squirtle,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Squirtle,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Squirtle,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Squirtle,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Squirtle,Disadvantage,0x11ca458285,damage_fly_meteor,spiked,hitstun,Spiked,
Squirtle,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Squirtle,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Squirtle,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Squirtle,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Squirtle,Disadvantage,0xbe4c9760e,damage_hi_2,,hitstun,Hitstun,
Squirtle,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Squirtle,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Squirtle,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Squirtle,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Squirtle,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Squirtle,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Squirtle,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Squirtle,,0x49b6edd00,dash,,,,
Squirtle,,0xcc24d7e43,down_bound_u,,,,
Squirtle,,0x625e8b08e,escape,,,,
Squirtle,,0xae47033ba,escape_air,,,,
Squirtle,,0x1060d3285b,escape_air_slide,,,,
Squirtle,,0x8b12770b1,escape_b,,,,
Squirtle,,0x8b64ab4a8,escape_f,,,,
Squirtle,,0x4fb50df0c,fall,,,,
Squirtle,,0xb29e5172c,fall_aerial,,,,
Squirtle,,0xba547290c,fall_damage,,,,
Squirtle,,0xc016dd1c6,fall_special,,,,
Squirtle,,0xc692cfb94,guard_damage,,,,
Squirtle,,0x97ab1c684,guard_off,,,,
Squirtle,,0x8da2dd4f9,guard_on,,,,
Squirtle,,0x16b0d55957,item_light_throw_air_b,,item,Item Throw,
Squirtle,,0x176265cf32,item_light_throw_air_f4,,item,Item Throw,
Squirtle,,0x17e93ccff5,item_light_throw_air_hi,,item,Item Throw,
Squirtle,,0x183e882164,item_light_throw_air_hi4,,item,Item Throw,
Squirtle,,0x18edc0b667,item_light_throw_air_lw4,,item,Item Throw,
Squirtle,,0x128b0a7d26,item_light_throw_b,,item,Item Throw,
Squirtle,,0x1592c030fa,item_light_throw_dash,,item,Item Throw,
Squirtle,,0x128c67b93f,item_light_throw_f,,item,Item Throw,
Squirtle,,0x13455c51bc,item_light_throw_f4,,item,Item Throw,
Squirtle,,0x1434afb6dd,item_light_throw_hi4,,item,Item Throw,
Squirtle,,0x14e7e721de,item_light_throw_lw4,,item,Item Throw,
Squirtle,Movement,0xd0c1c4542,jump_aerial_b,,,,
Squirtle,Movement,0xd0b71815b,jump_aerial_f,,,,
Squirtle,Movement,0xe7f6e164a,jump_aerial_f1,,,,
Squirtle,Movement,0x62abde441,jump_b,,,,
Squirtle,Movement,0xba358e95e,jump_b_mini,,,,
Squirtle,Movement,0x62dd02058,jump_f,,,,
Squirtle,Movement,0xb38c9ab48,jump_f_mini,,,,
Squirtle,Movement,0xad160bda8,jump_squat,,,,
Squirtle,,0xfefe225e5,just_shield_off,,,,
Squirtle,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Squirtle,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Squirtle,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Squirtle,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Squirtle,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Squirtle,,0x1447a7e8cc,landing_fall_special,,,,
Squirtle,,0xdc81fdc09,landing_heavy,,,,
Squirtle,,0xdd934faa1,landing_light,,,,
Squirtle,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Squirtle,,0x4ce70d424,pass,,,,
Squirtle,,0x776effdcf,passive,,,,
Squirtle,,0x7dd8e0a3e,rebound,,,,
Squirtle,,0x7e88eb86f,respawn,,,,
Squirtle,,0x35076a4c0,run,,,,
Squirtle,,0xbe0831584,run_brake_l,skid,skid,Skid,
Squirtle,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Squirtle,,0x93a974d80,slip_down,,,,
Squirtle,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Squirtle,Special Attacks,0x11598e0d20,special_air_lw_in,,downb,Down Special,
Squirtle,Special Attacks,0x1213e64345,special_air_lw_out,,downb,Down Special,
Squirtle,Special Attacks,0xd483c0ed2,special_air_n,,,Neutral Special,
Squirtle,Special Attacks,0x11c0a0c60e,special_air_n_end,,,Neutral Special,
Squirtle,Special Attacks,0x1244d4ffef,special_air_n_hold,,,Neutral Special,
Squirtle,Special Attacks,0x12f0197a53,special_air_n_shot,,,Neutral Special,
Squirtle,Special Attacks,0x1331f32137,special_air_n_start,,,Neutral Special,
Squirtle,Special Attacks,0xd2b3a620b,special_air_s,,sideb,Side Special,
Squirtle,Special Attacks,0x13755c3d4e,special_air_s_blown,,sideb,Side Special,
Squirtle,Special Attacks,0x1158d0953d,special_air_s_end,,sideb,Side Special,
Squirtle,Special Attacks,0x1102fe80cd,special_air_s_hit,,sideb,Side Special,
Squirtle,Special Attacks,0x1337fadc39,special_air_s_start,,sideb,Side Special,
Squirtle,Special Attacks,0xa28f17495,special_hi,,,Up Special,
Squirtle,Special Attacks,0xdb9e3ae09,special_lw_in,,,Down Special,
Squirtle,Special Attacks,0xe51b4b68a,special_lw_out,,,Down Special,
Squirtle,Special Attacks,0x915c5de42,special_n,,,Neutral Special,
Squirtle,Special Attacks,0xd20cd6527,special_n_end,,,Neutral Special,
Squirtle,Special Attacks,0xe06860a20,special_n_hold,,,Neutral Special,
Squirtle,Special Attacks,0xeb24b8f9c,special_n_shot,,,Neutral Special,
Squirtle,Special Attacks,0xf3a6aace3,special_n_start,,,Neutral Special,
Squirtle,Special Attacks,0x976c3b29b,special_s,,,Side Special,
Squirtle,Special Attacks,0xdb8bd3614,special_s_end,,,Side Special,
Squirtle,Special Attacks,0xf3c6351ed,special_s_start,,,Side Special,
Squirtle,,0x5d267ef83,squat,,,,
Squirtle,,0x8d58dc131,squat_rv,,,,
Squirtle,,0xaa60712ea,squat_wait,,,,
Squirtle,Grabs,0x74e9acdb1,throw_b,bthrow,throw,Back Throw,
Squirtle,Grabs,0x749f709a8,throw_f,fthrow,throw,Forward Throw,
Squirtle,Grabs,0x8a0abc72c,throw_hi,uthrow,throw,Up Throw,
Squirtle,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Squirtle,,0x885baf52e,thrown_f,,,,
Squirtle,,0x93adf54a2,thrown_lw,,,,
Squirtle,,0x420201547,turn,,,,
Squirtle,,0x9e696ecad,turn_dash,,,,
Squirtle,,0x8afd9b84f,turn_run,,,,
Squirtle,,0xecbdbc635,turn_run_brake,skid,skid,Skid,
Squirtle,,0x47dee83e5,wait,idle,idle,Idle,
Squirtle,,0x9640bfe6e,wait_item,idle,idle,Idle,
Squirtle,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Squirtle,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Squirtle,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Squirtle,,0xbca3f3207,wall_damage,,,,
Steve,,0xbd4dbe63a,(unknown),,,,
Steve,,0xa72140950,(unknown),,,,
Steve,,0xca8fd5eb1,(unknown),,,,
Steve,,0x9b5c6425d,(unknown),,,,
Steve,,0x1237aa75f7,(unknown),,,,
Steve,,0xd88a289d5,(unknown),,,,
Steve,,0xb53156a7c,(unknown),,,,
Steve,,0x882d73137,(unknown),,,,
Steve,,0x11c48e6de3,(unknown),,,,
Steve,,0x11128e840f,(unknown),,,,
Steve,,0x11b11f4cb6,(unknown),,,,
Steve,,0x1160574c75,(unknown),,,,
Steve,,0x118b87d5b5,(unknown),,,,
Steve,,0x7f830710f,(unknown),,,,
Steve,,0xa881b3433,(unknown),,,,
Steve,,0x13bf0666ca,(unknown),,,,
Steve,,0xc3ce6adce,(unknown),,,,
Steve,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Steve,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Steve,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Steve,Aerial Attacks,0x1107ac4521,attack_air_lw_end,,dair,Down Air,
Steve,Aerial Attacks,0x12762fe87b,attack_air_lw_fail,,dair,Down Air,
Steve,Aerial Attacks,0x120b581c3e,attack_air_lw_fall,,dair,Down Air,
Steve,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Steve,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Steve,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Steve,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Steve,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Steve,Ground Attacks,0xea274b695,attack_s4_hold,charge_fsmash,fsmash,Forward Smash,
Steve,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Steve,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Steve,Ledge,0xb99d9746c,cliff_catch,,,,
Steve,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Steve,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Steve,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Steve,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Steve,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Steve,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Steve,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Steve,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Steve,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Steve,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Steve,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Steve,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Steve,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Steve,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Steve,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Steve,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Steve,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Steve,,0x49b6edd00,dash,,,,
Steve,,0x625e8b08e,escape,,,,
Steve,,0xae47033ba,escape_air,,,,
Steve,,0x1060d3285b,escape_air_slide,,,,
Steve,,0x8b12770b1,escape_b,,,,
Steve,,0x8b64ab4a8,escape_f,,,,
Steve,,0x4fb50df0c,fall,,,,
Steve,,0xb29e5172c,fall_aerial,,,,
Steve,,0xba547290c,fall_damage,,,,
Steve,,0xc016dd1c6,fall_special,,,,
Steve,,0xc692cfb94,guard_damage,,,,
Steve,,0x97ab1c684,guard_off,,,,
Steve,,0x8da2dd4f9,guard_on,,,,
Steve,Movement,0xd0c1c4542,jump_aerial_b,,,,
Steve,Movement,0xd0b71815b,jump_aerial_f,,,,
Steve,Movement,0x62abde441,jump_b,,,,
Steve,Movement,0xba358e95e,jump_b_mini,,,,
Steve,Movement,0x62dd02058,jump_f,,,,
Steve,Movement,0xb38c9ab48,jump_f_mini,,,,
Steve,Movement,0xad160bda8,jump_squat,,,,
Steve,,0xfefe225e5,just_shield_off,,,,
Steve,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Steve,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Steve,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Steve,,0xdc81fdc09,landing_heavy,,,,
Steve,,0xdd934faa1,landing_light,,,,
Steve,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Steve,,0x4ce70d424,pass,,,,
Steve,,0x776effdcf,passive,,,,
Steve,,0x7dd8e0a3e,rebound,,,,
Steve,,0x35076a4c0,run,,,,
Steve,,0xbe0831584,run_brake_l,skid,skid,Skid,
Steve,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Steve,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Steve,Special Attacks,0x1646349fbd,special_air_hi_landing,,upb,Up Special,
Steve,Special Attacks,0x14dd899136,special_air_hi_start,,upb,Up Special,
Steve,Special Attacks,0xe46c0e666,special_air_lw,,downb,Down Special,
Steve,Special Attacks,0x14bc213647,special_air_s_failed,,sideb,Side Special,
Steve,Special Attacks,0x127f6b9f7d,special_air_s_ride,,sideb,Side Special,
Steve,Special Attacks,0xa82125b6f,special_n2,,,Neutral Special,
Steve,Special Attacks,0xe35799e90,special_n2_end,,,Neutral Special,
Steve,Special Attacks,0x10bb81aabc,special_n2_start,,,Neutral Special,
Steve,Special Attacks,0x1221287413,special_n3_landing,,,Neutral Special,
Steve,Special Attacks,0xfcb07f1ed,special_s_drive,,,Side Special,
Steve,Special Attacks,0xe01b71074,special_s_jump,,,Side Special,
Steve,Special Attacks,0xe3d396ab2,special_s_ride,,,Side Special,
Steve,Special Attacks,0xd5e552079,special_s_set,,,Side Special,
Steve,,0x5d267ef83,squat,,,,
Steve,,0x8d58dc131,squat_rv,,,,
Steve,,0xaa60712ea,squat_wait,,,,
Steve,,0x885baf52e,thrown_f,,,,
Steve,,0x93adf54a2,thrown_lw,,,,
Steve,,0x420201547,turn,,,,
Steve,,0x9e696ecad,turn_dash,,,,
Steve,,0x8afd9b84f,turn_run,,,,
Steve,,0x47dee83e5,wait,idle,idle,Idle,
Steve,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Steve,,0xbaee2f27a,walk_fast_b,,,,
Steve,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Steve,,0xdae4249e4,walk_middle_b,,,,
Steve,,0xbca3f3207,wall_damage,,,,
Terry,,0x207f6e40e5,(unknown),,,,
Terry,,0x13bf0666ca,(unknown),,,,
Terry,,0x1986430786,(unknown),,,,
Terry,,0xa72140950,(unknown),,,,
Terry,,0xf3d52f506,(unknown),,,,
Terry,,0xc3ce6adce,(unknown),,,,
Terry,,0x9e9259b47,(unknown),,,,
Terry,,0x1237aa75f7,(unknown),,,,
Terry,,0xb1c7dd2c3,(unknown),,,,
Terry,,0x11c48e6de3,(unknown),,,,
Terry,,0x1e1a01dec8,(unknown),,,,
Terry,,0xcff952a23,(unknown),,,,
Terry,,0xc8a426770,(unknown),,,,
Terry,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Terry,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Terry,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Terry,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Terry,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Terry,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Terry,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Terry,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Terry,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Terry,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Terry,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Terry,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Terry,Grabs,0x5c56b7b64,catch,,,Grab,
Terry,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Terry,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Terry,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Terry,Ledge,0xb99d9746c,cliff_catch,,,,
Terry,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Terry,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Terry,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Terry,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Terry,Disadvantage,0xb29add323,damage_elec,,hitstun,Hitstun,
Terry,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Terry,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Terry,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Terry,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Terry,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Terry,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Terry,Disadvantage,0xbe4c9760e,damage_hi_2,,hitstun,Hitstun,
Terry,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Terry,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Terry,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Terry,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Terry,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Terry,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Terry,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Terry,,0x49b6edd00,dash,,,,
Terry,,0x627246617,dash_b,,,,
Terry,,0xcc24d7e43,down_bound_u,,,,
Terry,,0x625e8b08e,escape,,,,
Terry,,0xae47033ba,escape_air,,,,
Terry,,0x1060d3285b,escape_air_slide,,,,
Terry,,0xdf3589b70,escape_attack,,,,
Terry,,0x8b12770b1,escape_b,,,,
Terry,,0x8b64ab4a8,escape_f,,,,
Terry,,0x4fb50df0c,fall,,,,
Terry,,0xb29e5172c,fall_aerial,,,,
Terry,,0xba547290c,fall_damage,,,,
Terry,,0xc016dd1c6,fall_special,,,,
Terry,,0xc692cfb94,guard_damage,,,,
Terry,,0x97ab1c684,guard_off,,,,
Terry,,0x8da2dd4f9,guard_on,,,,
Terry,Movement,0xd0c1c4542,jump_aerial_b,,,,
Terry,Movement,0xd0b71815b,jump_aerial_f,,,,
Terry,Movement,0x62abde441,jump_b,,,,
Terry,Movement,0xba358e95e,jump_b_mini,,,,
Terry,Movement,0x62dd02058,jump_f,,,,
Terry,Movement,0xb38c9ab48,jump_f_mini,,,,
Terry,Movement,0xad160bda8,jump_squat,,,,
Terry,,0xfefe225e5,just_shield_off,,,,
Terry,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Terry,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Terry,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Terry,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Terry,,0x1447a7e8cc,landing_fall_special,,,,
Terry,,0xdc81fdc09,landing_heavy,,,,
Terry,,0xdd934faa1,landing_light,,,,
Terry,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Terry,,0x4ce70d424,pass,,,,
Terry,,0x776effdcf,passive,,,,
Terry,,0x35076a4c0,run,,,,
Terry,,0xbe0831584,run_brake_l,skid,skid,Skid,
Terry,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Terry,Special Attacks,0x13f6534b43,special_air_b_start,,,,
Terry,Special Attacks,0x11f0d08dcf,special_air_f_end,,,,
Terry,Special Attacks,0x13021c6f50,special_air_f_start,,,,
Terry,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Terry,Special Attacks,0x1627c4bb7c,special_air_hi_command,,upb,Up Special,
Terry,Special Attacks,0x146e22785f,special_air_lw_start,,downb,Down Special,
Terry,Special Attacks,0xd483c0ed2,special_air_n,,,Neutral Special,
Terry,Special Attacks,0x1054ce06fe,special_b_attack,,,,
Terry,Special Attacks,0x12d1c78a33,special_b_attack_w,,,,
Terry,Special Attacks,0x110427f601,special_b_landing,,,,
Terry,Special Attacks,0xffdcac697,special_b_start,,,,
Terry,Special Attacks,0x10d0840804,special_f_attack,,,,
Terry,Special Attacks,0xd10bd2ee6,special_f_end,,,,
Terry,Special Attacks,0xf0985e284,special_f_start,,,,
Terry,Special Attacks,0x12aabaeb7d,special_hi_command,,,Up Special,
Terry,Special Attacks,0xfb29587f1,special_hi_fall,,,Up Special,
Terry,Special Attacks,0x12cb4acfbc,special_hi_landing,,,Up Special,
Terry,Special Attacks,0xab6928cf2,special_lw,,,Down Special,
Terry,Special Attacks,0x11b7bf50dd,special_lw_attack,,,Down Special,
Terry,Special Attacks,0x12a6a3f625,special_lw_landing,,,Down Special,
Terry,Special Attacks,0x10ef97f71f,special_lw_start,,,Down Special,
Terry,Special Attacks,0xc701f4d5d,special_lw_w,,,Down Special,
Terry,Special Attacks,0x915c5de42,special_n,,,Neutral Special,
Terry,,0x5d267ef83,squat,,,,
Terry,,0x8d58dc131,squat_rv,,,,
Terry,,0xaa60712ea,squat_wait,,,,
Terry,,0x9f9132de9,stop_wall,,,,
Terry,,0x13434c5490,super_special2_blow,,,,
